1, phenomena:abandoned_mansion, HEADING, header:ignore, 0, 0, 0
359, graveyard:ruins, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
360, graveyard:ruins, MONSTER, graveyard:revenant, 45, 1, 3
361, graveyard:ruins, MONSTER, graveyard:ghoul, 50, 1, 2
362, phenomena:sand_wall, HEADING, header:ignore, 0, 0, 0
363, dungeons_arise:scorched_mines, HEADING, header:ignore, 0, 0, 0
364, minecraft:shipwreck, HEADING, header:ignore, 0, 0, 0
365, minecraft:shipwreck, MONSTER, alexsmobs:skelewag, 15, 1, 2
366, minecraft:shipwreck_beached, HEADING, header:ignore, 0, 0, 0
367, dungeons_arise:shiraz_palace, HEADING, header:ignore, 0, 0, 0
368, ctov:small/village_beach, HEADING, header:ignore, 0, 0, 0
369, ctov:small/village_dark_forest, HEADING, header:ignore, 0, 0, 0
370, ctov:small/village_desert, HEADING, header:ignore, 0, 0, 0
371, ctov:small/village_jungle, HEADING, header:ignore, 0, 0, 0
372, ctov:small/village_mesa, HEADING, header:ignore, 0, 0, 0
373, ctov:small/village_mountain, HEADING, header:ignore, 0, 0, 0
374, ctov:small/village_mushroom, HEADING, header:ignore, 0, 0, 0
375, ctov:small/village_plains, HEADING, header:ignore, 0, 0, 0
376, ctov:small/village_savanna, HEADING, header:ignore, 0, 0, 0
377, ctov:small/village_snowy, HEADING, header:ignore, 0, 0, 0
378, ctov:small/village_swamp, HEADING, header:ignore, 0, 0, 0
379, ctov:small/village_taiga, HEADING, header:ignore, 0, 0, 0
380, ctov:small/village_underground, HEADING, header:ignore, 0, 0, 0
381, dungeons_arise:small_blimp, HEADING, header:ignore, 0, 0, 0
382, phenomena:small_bridge, HEADING, header:ignore, 0, 0, 0
383, phenomena:small_bridge_deep, HEADING, header:ignore, 0, 0, 0
384, phenomena:small_bridge_sand, HEADING, header:ignore, 0, 0, 0
385, graveyard:small_desert_grave, HEADING, header:ignore, 0, 0, 0
386, graveyard:small_desert_graveyard, HEADING, header:ignore, 0, 0, 0
387, graveyard:small_desert_graveyard, MONSTER, minecraft:vindicator, 10, 1, 1
388, graveyard:small_desert_graveyard, MONSTER, minecraft:pillager, 10, 1, 1
389, graveyard:small_grave, HEADING, header:ignore, 0, 0, 0
390, graveyard:small_graveyard, HEADING, header:ignore, 0, 0, 0
391, graveyard:small_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
392, graveyard:small_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
393, graveyard:small_graveyard, MONSTER, graveyard:ghoul, 50, 1, 2
394, graveyard:small_mountain_grave, HEADING, header:ignore, 0, 0, 0
395, dungeons_arise:small_prairie_house, HEADING, header:ignore, 0, 0, 0
396, graveyard:small_savanna_grave, HEADING, header:ignore, 0, 0, 0
397, cataclysm:soul_black_smith, HEADING, header:ignore, 0, 0, 0
398, phenomena:spooky_cottage, HEADING, header:ignore, 0, 0, 0
399, hopo:spruce_mineshaft, HEADING, header:ignore, 0, 0, 0
400, ars_nouveau:stalker_wilden_den, HEADING, header:ignore, 0, 0, 0
401, ars_nouveau:stalker_wilden_den, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
402, hopo:stone_mineshaft, HEADING, header:ignore, 0, 0, 0
403, phenomena:stonehenge, HEADING, header:ignore, 0, 0, 0
404, minecraft:stronghold, HEADING, header:ignore, 0, 0, 0
405, cataclysm:sunken_city, HEADING, header:ignore, 0, 0, 0
406, awesomedungeon:swamp_big_temple, HEADING, header:ignore, 0, 0, 0
407, minecraft:swamp_hut, HEADING, header:ignore, 0, 0, 0
408, minecraft:swamp_hut, MONSTER, minecraft:witch, 10, 1, 2
409, simply_houses:taiga_forge, HEADING, header:ignore, 0, 0, 0
410, simply_houses:taiga_house, HEADING, header:ignore, 0, 0, 0
411, simply_houses:taiga_inn, HEADING, header:ignore, 0, 0, 0
412, simply_houses:taiga_woodcutter, HEADING, header:ignore, 0, 0, 0
413, awesomedungeon:the_usine, HEADING, header:ignore, 0, 0, 0
414, awesomedungeon:the_ztower, HEADING, header:ignore, 0, 0, 0
415, dungeons_arise:thornborn_towers, HEADING, header:ignore, 0, 0, 0
416, minecraft:trail_ruins, HEADING, header:ignore, 0, 0, 0
417, totw_modded:tw_canopy, HEADING, header:ignore, 0, 0, 0
418, totw_modded:tw_mangrove, HEADING, header:ignore, 0, 0, 0
419, nyctocosm:twilight_woodlands/monolith, HEADING, header:ignore, 0, 0, 0
420, dungeons_arise:typhon, HEADING, header:ignore, 0, 0, 0
421, dungeons_arise:undead_pirate_ship, HEADING, header:ignore, 0, 0, 0
422, hopo:underwater_fossils, HEADING, header:ignore, 0, 0, 0
423, hopo:underwater_ruins, HEADING, header:ignore, 0, 0, 0
424, hopo:underwater_small_ruins, HEADING, header:ignore, 0, 0, 0
425, hopo:underwater_warm_small_ruins, HEADING, header:ignore, 0, 0, 0
426, totw_modded:venus, HEADING, header:ignore, 0, 0, 0
427, stellarity:village, HEADING, header:ignore, 0, 0, 0
428, phenomena:village/village_campsite, HEADING, header:ignore, 0, 0, 0
429, towns_and_towers:village_badlands, HEADING, header:ignore, 0, 0, 0
430, towns_and_towers:village_beach, HEADING, header:ignore, 0, 0, 0
431, towns_and_towers:village_birch_forest, HEADING, header:ignore, 0, 0, 0
432, minecraft:village_desert, HEADING, header:ignore, 0, 0, 0
433, towns_and_towers:village_flower_forest, HEADING, header:ignore, 0, 0, 0
434, towns_and_towers:village_forest, HEADING, header:ignore, 0, 0, 0
435, towns_and_towers:village_grove, HEADING, header:ignore, 0, 0, 0
436, towns_and_towers:village_jungle, HEADING, header:ignore, 0, 0, 0
437, towns_and_towers:village_meadow, HEADING, header:ignore, 0, 0, 0
438, towns_and_towers:village_mushroom_fields, HEADING, header:ignore, 0, 0, 0
439, towns_and_towers:village_ocean, HEADING, header:ignore, 0, 0, 0
440, towns_and_towers:village_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
441, minecraft:village_plains, HEADING, header:ignore, 0, 0, 0
442, minecraft:village_savanna, HEADING, header:ignore, 0, 0, 0
443, minecraft:village_snowy, HEADING, header:ignore, 0, 0, 0
444, towns_and_towers:village_snowy_slopes, HEADING, header:ignore, 0, 0, 0
445, towns_and_towers:village_snowy_taiga, HEADING, header:ignore, 0, 0, 0
446, towns_and_towers:village_sparse_jungle, HEADING, header:ignore, 0, 0, 0
447, towns_and_towers:village_sunflower_plains, HEADING, header:ignore, 0, 0, 0
448, towns_and_towers:village_swamp, HEADING, header:ignore, 0, 0, 0
449, minecraft:village_taiga, HEADING, header:ignore, 0, 0, 0
450, towns_and_towers:village_wooded_badlands, HEADING, header:ignore, 0, 0, 0
451, phenomena:wall, HEADING, header:ignore, 0, 0, 0
452, phenomena:watchtower, HEADING, header:ignore, 0, 0, 0
453, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
454, dungeons_arise:wishing_well, HEADING, header:ignore, 0, 0, 0
455, awesomedungeon:witch_castle, HEADING, header:ignore, 0, 0, 0
456, phenomena:witch_hut, HEADING, header:ignore, 0, 0, 0
457, towns_and_towers:wreckage_ocean, HEADING, header:ignore, 0, 0, 0
