1, none, regions_unexplored:alpha_grove, MONSTER, minecraft:spider, 80, 4, 4
1237, none, far_end:ender_waste, MONSTER, minecraft:skeleton, 10, 2, 3
1238, none, far_end:ender_waste, MONSTER, alexsmobs:farseer, 30, 1, 1
1239, none, far_end:ender_waste, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1240, none, far_end:ender_waste, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1241, none, far_end:ender_waste, CREATURE, alexsmobs:endergrade, 10, 2, 6
1242, none, far_end:ender_waste, CREATURE, alexsmobs:spectre, 10, 1, 2
1243, none, far_end:ender_waste, CREATURE, alexsmobs:enderiophage, 10, 2, 2
1244, none, far_end:ender_waste, CREATURE, alexsmobs:cosmaw, 10, 1, 2
1245, none, far_end:ender_waste, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
1246, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
1247, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
1248, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
1249, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
1250, badlands, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
1251, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
1252, badlands, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
1253, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
1254, badlands, minecraft:eroded_badlands, MONSTER, graveyard:nightmare, 10, 1, 1
1255, badlands, minecraft:eroded_badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1256, badlands, minecraft:eroded_badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1257, badlands, minecraft:eroded_badlands, MONSTER, alexsmobs:farseer, 30, 1, 1
1258, badlands, minecraft:eroded_badlands, MONSTER, alexsmobs:murmur, 10, 1, 1
1259, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1260, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1261, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1262, badlands, minecraft:eroded_badlands, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1263, badlands, minecraft:eroded_badlands, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1264, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
1265, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
1266, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
1267, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
1268, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1269, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1270, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1271, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1272, badlands, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
1273, badlands, minecraft:eroded_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
1274, badlands, minecraft:eroded_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1275, badlands, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1276, badlands, minecraft:eroded_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1277, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:spider, 80, 4, 4
1278, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:zombie, 80, 4, 4
1279, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1280, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1281, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:creeper, 80, 4, 4
1282, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:slime, 80, 4, 4
1283, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:enderman, 5, 1, 4
1284, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:witch, 5, 1, 1
1285, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:ocelot, 10, 1, 3
1286, jungle, regions_unexplored:eucalyptus_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1287, jungle, regions_unexplored:eucalyptus_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1288, jungle, regions_unexplored:eucalyptus_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
1289, jungle, regions_unexplored:eucalyptus_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
1290, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1291, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1292, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1293, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1294, jungle, regions_unexplored:eucalyptus_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1295, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:sheep, 12, 4, 4
1296, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:pig, 10, 4, 4
1297, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:chicken, 10, 4, 4
1298, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:cow, 10, 4, 4
1299, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:chicken, 10, 4, 4
1300, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:parrot, 40, 1, 2
1301, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
1302, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:gorilla, 25, 7, 7
1303, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
1304, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 12
1305, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:toucan, 23, 5, 5
1306, jungle, regions_unexplored:eucalyptus_forest, CREATURE, alexsmobs:anteater, 10, 1, 3
1307, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1308, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1309, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1310, jungle, regions_unexplored:eucalyptus_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1311, jungle, regions_unexplored:eucalyptus_forest, AMBIENT, minecraft:bat, 10, 8, 8
1312, jungle, regions_unexplored:eucalyptus_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
1313, jungle, regions_unexplored:eucalyptus_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1314, jungle, regions_unexplored:eucalyptus_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1315, jungle, regions_unexplored:eucalyptus_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1316, taiga, regions_unexplored:fen, MONSTER, minecraft:spider, 80, 4, 4
1317, taiga, regions_unexplored:fen, MONSTER, minecraft:zombie, 80, 4, 4
1318, taiga, regions_unexplored:fen, MONSTER, minecraft:zombie_villager, 10, 1, 1
1319, taiga, regions_unexplored:fen, MONSTER, minecraft:skeleton, 80, 4, 4
1320, taiga, regions_unexplored:fen, MONSTER, minecraft:creeper, 80, 4, 4
1321, taiga, regions_unexplored:fen, MONSTER, minecraft:slime, 80, 4, 4
1322, taiga, regions_unexplored:fen, MONSTER, minecraft:enderman, 5, 1, 4
1323, taiga, regions_unexplored:fen, MONSTER, minecraft:witch, 5, 1, 1
1324, taiga, regions_unexplored:fen, MONSTER, graveyard:ghoul, 25, 2, 5
1325, taiga, regions_unexplored:fen, MONSTER, graveyard:nightmare, 10, 1, 1
1326, taiga, regions_unexplored:fen, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1327, taiga, regions_unexplored:fen, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1328, taiga, regions_unexplored:fen, MONSTER, alexsmobs:farseer, 30, 1, 1
1329, taiga, regions_unexplored:fen, MONSTER, alexsmobs:murmur, 10, 1, 1
1330, taiga, regions_unexplored:fen, MONSTER, fromtheshadows:bulldrogioth, 10, 1, 1
1331, taiga, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1332, taiga, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1333, taiga, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1334, taiga, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1335, taiga, regions_unexplored:fen, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1336, taiga, regions_unexplored:fen, CREATURE, minecraft:wolf, 10, 4, 4
1337, taiga, regions_unexplored:fen, CREATURE, minecraft:sheep, 12, 4, 4
1338, taiga, regions_unexplored:fen, CREATURE, minecraft:pig, 10, 4, 4
1339, taiga, regions_unexplored:fen, CREATURE, minecraft:chicken, 10, 4, 4
1340, taiga, regions_unexplored:fen, CREATURE, minecraft:cow, 10, 4, 4
1341, taiga, regions_unexplored:fen, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1342, taiga, regions_unexplored:fen, CREATURE, alexsmobs:crocodile, 20, 1, 2
1343, taiga, regions_unexplored:fen, CREATURE, alexsmobs:raccoon, 10, 2, 4
1344, taiga, regions_unexplored:fen, CREATURE, alexsmobs:shoebill, 10, 1, 2
1345, taiga, regions_unexplored:fen, CREATURE, alexsmobs:crow, 10, 3, 5
1346, taiga, regions_unexplored:fen, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
1347, taiga, regions_unexplored:fen, CREATURE, alexsmobs:anaconda, 12, 1, 1
1348, taiga, regions_unexplored:fen, CREATURE, alexsmobs:blue_jay, 16, 2, 4
1349, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1350, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1351, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1352, taiga, regions_unexplored:fen, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1353, taiga, regions_unexplored:fen, AMBIENT, minecraft:bat, 10, 8, 8
1354, taiga, regions_unexplored:fen, AMBIENT, alexsmobs:fly, 10, 2, 3
1355, taiga, regions_unexplored:fen, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1356, taiga, regions_unexplored:fen, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1357, taiga, regions_unexplored:fen, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1358, taiga, regions_unexplored:fen, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1359, taiga, regions_unexplored:fen, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
1360, none, far_end:flesh_tundra, MONSTER, minecraft:cave_spider, 20, 2, 3
1361, none, far_end:flesh_tundra, MONSTER, minecraft:zombified_piglin, 42, 4, 4
1362, none, far_end:flesh_tundra, MONSTER, alexsmobs:farseer, 30, 1, 1
1363, none, far_end:flesh_tundra, CREATURE, alexsmobs:endergrade, 10, 2, 6
1364, none, far_end:flesh_tundra, CREATURE, alexsmobs:spectre, 10, 1, 2
1365, none, far_end:flesh_tundra, CREATURE, alexsmobs:enderiophage, 10, 2, 2
1366, none, far_end:flesh_tundra, CREATURE, alexsmobs:cosmaw, 10, 1, 2
1367, none, far_end:flesh_tundra, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
1368, none, regions_unexplored:flooded_plains, MONSTER, minecraft:spider, 80, 4, 4
1369, none, regions_unexplored:flooded_plains, MONSTER, minecraft:zombie, 80, 4, 4
1370, none, regions_unexplored:flooded_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1371, none, regions_unexplored:flooded_plains, MONSTER, minecraft:skeleton, 80, 4, 4
1372, none, regions_unexplored:flooded_plains, MONSTER, minecraft:creeper, 80, 4, 4
1373, none, regions_unexplored:flooded_plains, MONSTER, minecraft:slime, 80, 4, 4
1374, none, regions_unexplored:flooded_plains, MONSTER, minecraft:enderman, 5, 1, 4
1375, none, regions_unexplored:flooded_plains, MONSTER, minecraft:witch, 5, 1, 1
1376, none, regions_unexplored:flooded_plains, MONSTER, graveyard:ghoul, 25, 2, 5
1377, none, regions_unexplored:flooded_plains, MONSTER, graveyard:nightmare, 10, 1, 1
1378, none, regions_unexplored:flooded_plains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1379, none, regions_unexplored:flooded_plains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1380, none, regions_unexplored:flooded_plains, MONSTER, alexsmobs:farseer, 30, 1, 1
1381, none, regions_unexplored:flooded_plains, MONSTER, alexsmobs:murmur, 10, 1, 1
1382, none, regions_unexplored:flooded_plains, MONSTER, fromtheshadows:bulldrogioth, 10, 1, 1
1383, none, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1384, none, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1385, none, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1386, none, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1387, none, regions_unexplored:flooded_plains, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1388, none, regions_unexplored:flooded_plains, CREATURE, minecraft:sheep, 12, 4, 4
1389, none, regions_unexplored:flooded_plains, CREATURE, minecraft:pig, 10, 4, 4
1390, none, regions_unexplored:flooded_plains, CREATURE, minecraft:chicken, 10, 4, 4
1391, none, regions_unexplored:flooded_plains, CREATURE, minecraft:cow, 10, 4, 4
1392, none, regions_unexplored:flooded_plains, CREATURE, minecraft:horse, 10, 2, 6
1393, none, regions_unexplored:flooded_plains, CREATURE, minecraft:donkey, 10, 1, 3
1394, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:crocodile, 20, 1, 2
1395, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:shoebill, 10, 1, 2
1396, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
1397, none, regions_unexplored:flooded_plains, CREATURE, alexsmobs:anaconda, 12, 1, 1
1398, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1399, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1400, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1401, none, regions_unexplored:flooded_plains, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1402, none, regions_unexplored:flooded_plains, AMBIENT, minecraft:bat, 10, 8, 8
1403, none, regions_unexplored:flooded_plains, AMBIENT, alexsmobs:fly, 10, 2, 3
1404, none, regions_unexplored:flooded_plains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1405, none, regions_unexplored:flooded_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1406, none, regions_unexplored:flooded_plains, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1407, none, regions_unexplored:flooded_plains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1408, none, regions_unexplored:flooded_plains, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
1409, none, regions_unexplored:flower_field, MONSTER, minecraft:spider, 80, 4, 4
1410, none, regions_unexplored:flower_field, MONSTER, minecraft:zombie, 80, 4, 4
1411, none, regions_unexplored:flower_field, MONSTER, minecraft:zombie_villager, 10, 1, 1
1412, none, regions_unexplored:flower_field, MONSTER, minecraft:skeleton, 80, 4, 4
1413, none, regions_unexplored:flower_field, MONSTER, minecraft:creeper, 80, 4, 4
1414, none, regions_unexplored:flower_field, MONSTER, minecraft:slime, 80, 4, 4
1415, none, regions_unexplored:flower_field, MONSTER, minecraft:enderman, 5, 1, 4
1416, none, regions_unexplored:flower_field, MONSTER, minecraft:witch, 5, 1, 1
1417, none, regions_unexplored:flower_field, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1418, none, regions_unexplored:flower_field, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1419, none, regions_unexplored:flower_field, MONSTER, alexsmobs:farseer, 30, 1, 1
1420, none, regions_unexplored:flower_field, MONSTER, alexsmobs:murmur, 10, 1, 1
1421, none, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1422, none, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1423, none, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1424, none, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1425, none, regions_unexplored:flower_field, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1426, none, regions_unexplored:flower_field, CREATURE, minecraft:rabbit, 10, 4, 4
1427, none, regions_unexplored:flower_field, CREATURE, minecraft:sheep, 12, 4, 4
1428, none, regions_unexplored:flower_field, CREATURE, minecraft:pig, 10, 4, 4
1429, none, regions_unexplored:flower_field, CREATURE, minecraft:chicken, 10, 4, 4
1430, none, regions_unexplored:flower_field, CREATURE, minecraft:cow, 10, 4, 4
1431, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1432, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1433, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1434, none, regions_unexplored:flower_field, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1435, none, regions_unexplored:flower_field, AMBIENT, minecraft:bat, 10, 8, 8
1436, none, regions_unexplored:flower_field, AMBIENT, alexsmobs:fly, 10, 2, 3
1437, none, regions_unexplored:flower_field, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1438, none, regions_unexplored:flower_field, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1439, none, regions_unexplored:flower_field, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1440, forest, minecraft:flower_forest, MONSTER, minecraft:spider, 80, 4, 4
1441, forest, minecraft:flower_forest, MONSTER, minecraft:zombie, 80, 4, 4
1442, forest, minecraft:flower_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1443, forest, minecraft:flower_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1444, forest, minecraft:flower_forest, MONSTER, minecraft:creeper, 80, 4, 4
1445, forest, minecraft:flower_forest, MONSTER, minecraft:slime, 80, 4, 4
1446, forest, minecraft:flower_forest, MONSTER, minecraft:enderman, 5, 1, 4
1447, forest, minecraft:flower_forest, MONSTER, minecraft:witch, 5, 1, 1
1448, forest, minecraft:flower_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1449, forest, minecraft:flower_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
1450, forest, minecraft:flower_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
1451, forest, minecraft:flower_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1452, forest, minecraft:flower_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1453, forest, minecraft:flower_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1454, forest, minecraft:flower_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1455, forest, minecraft:flower_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1456, forest, minecraft:flower_forest, CREATURE, minecraft:sheep, 12, 4, 4
1457, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 10, 4, 4
1458, forest, minecraft:flower_forest, CREATURE, minecraft:chicken, 10, 4, 4
1459, forest, minecraft:flower_forest, CREATURE, minecraft:cow, 10, 4, 4
1460, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 10, 2, 3
1461, forest, minecraft:flower_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1462, forest, minecraft:flower_forest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
1463, forest, minecraft:flower_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1464, forest, minecraft:flower_forest, CREATURE, alexsmobs:crow, 10, 3, 5
1465, forest, minecraft:flower_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1466, forest, minecraft:flower_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
1467, forest, minecraft:flower_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
1468, forest, minecraft:flower_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1469, forest, minecraft:flower_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1470, forest, minecraft:flower_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1471, forest, minecraft:flower_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1472, forest, minecraft:flower_forest, AMBIENT, minecraft:bat, 10, 8, 8
1473, forest, minecraft:flower_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
1474, forest, minecraft:flower_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1475, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1476, forest, minecraft:flower_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1477, forest, minecraft:forest, MONSTER, minecraft:spider, 80, 4, 4
1478, forest, minecraft:forest, MONSTER, minecraft:zombie, 80, 4, 4
1479, forest, minecraft:forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1480, forest, minecraft:forest, MONSTER, minecraft:skeleton, 80, 4, 4
1481, forest, minecraft:forest, MONSTER, minecraft:creeper, 80, 4, 4
1482, forest, minecraft:forest, MONSTER, minecraft:slime, 80, 4, 4
1483, forest, minecraft:forest, MONSTER, minecraft:enderman, 5, 1, 4
1484, forest, minecraft:forest, MONSTER, minecraft:witch, 5, 1, 1
1485, forest, minecraft:forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1486, forest, minecraft:forest, MONSTER, alexsmobs:farseer, 30, 1, 1
1487, forest, minecraft:forest, MONSTER, alexsmobs:murmur, 10, 1, 1
1488, forest, minecraft:forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1489, forest, minecraft:forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1490, forest, minecraft:forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1491, forest, minecraft:forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1492, forest, minecraft:forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1493, forest, minecraft:forest, CREATURE, minecraft:sheep, 12, 4, 4
1494, forest, minecraft:forest, CREATURE, minecraft:pig, 10, 4, 4
1495, forest, minecraft:forest, CREATURE, minecraft:chicken, 10, 4, 4
1496, forest, minecraft:forest, CREATURE, minecraft:cow, 10, 4, 4
1497, forest, minecraft:forest, CREATURE, minecraft:wolf, 10, 4, 4
1498, forest, minecraft:forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1499, forest, minecraft:forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1500, forest, minecraft:forest, CREATURE, alexsmobs:crow, 10, 3, 5
1501, forest, minecraft:forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1502, forest, minecraft:forest, CREATURE, alexsmobs:skunk, 10, 1, 2
1503, forest, minecraft:forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
1504, forest, minecraft:forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1505, forest, minecraft:forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1506, forest, minecraft:forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1507, forest, minecraft:forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1508, forest, minecraft:forest, AMBIENT, minecraft:bat, 10, 8, 8
1509, forest, minecraft:forest, AMBIENT, alexsmobs:fly, 10, 2, 3
1510, forest, minecraft:forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1511, forest, minecraft:forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1512, forest, minecraft:forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1513, none, fokastudio:frosted_hills, MONSTER, alexsmobs:farseer, 30, 1, 1
1514, none, stellarity:frosted_hills, MONSTER, minecraft:enderman, 5, 4, 4
1515, none, stellarity:frosted_hills, MONSTER, minecraft:skeleton, 20, 3, 4
1516, none, stellarity:frosted_hills, MONSTER, alexsmobs:farseer, 30, 1, 1
1517, none, stellarity:frosted_hills, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1518, none, stellarity:frosted_hills, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1519, none, stellarity:frosted_hills, CREATURE, alexsmobs:endergrade, 10, 2, 6
1520, none, stellarity:frosted_hills, CREATURE, alexsmobs:spectre, 10, 1, 2
1521, none, stellarity:frosted_hills, CREATURE, alexsmobs:enderiophage, 10, 2, 2
1522, none, stellarity:frosted_hills, CREATURE, alexsmobs:cosmaw, 10, 1, 2
1523, none, stellarity:frosted_hills, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
1524, taiga, regions_unexplored:frozen_forest, MONSTER, minecraft:spider, 80, 4, 4
1525, taiga, regions_unexplored:frozen_forest, MONSTER, minecraft:zombie, 80, 4, 4
1526, taiga, regions_unexplored:frozen_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1527, taiga, regions_unexplored:frozen_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1528, taiga, regions_unexplored:frozen_forest, MONSTER, minecraft:creeper, 80, 4, 4
1529, taiga, regions_unexplored:frozen_forest, MONSTER, minecraft:slime, 80, 4, 4
1530, taiga, regions_unexplored:frozen_forest, MONSTER, minecraft:enderman, 5, 1, 4
1531, taiga, regions_unexplored:frozen_forest, MONSTER, minecraft:witch, 5, 1, 1
1532, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:ghoul, 25, 2, 5
1533, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:nightmare, 10, 1, 1
1534, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:revenant, 25, 5, 8
1535, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1536, taiga, regions_unexplored:frozen_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1537, taiga, regions_unexplored:frozen_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
1538, taiga, regions_unexplored:frozen_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
